type;dwt;year;country;date;price
2;61422;2012;3;10.08.2019;17 100 000
2;63518;2014;1;10.08.2019;18 750 000
2;63800;2014;1;10.08.2019;18 750 000
2;76598;2005;3;10.08.2019;10 200 000
2;79607;2010;1;10.08.2019;11 500 000
2;79700;2010;1;10.08.2019;11 500 000
2;83648;2008;3;10.08.2019;14 200 000
2;75632;2007;3;16.08.2019;12 200 000
2;81812;2015;3;16.08.2019;24 100 000
2;82624;2008;3;16.08.2019;13 500 000
3;51679;2012;3;27.08.2019;12 600 000
3;56969;2010;1;27.08.2019;10 300 000
2;77119;2015;3;27.08.2019;20 100 000
2;82250;2012;3;27.08.2019;19 500 000
2;87052;2005;3;30.08.2019;10 800 000
2;74444;2006;1;30.08.2019;8 500 000
2;60319;2015;3;30.08.2019;21 500 000
3;58110;2012;1;30.08.2019;15 000 000
3;56000;2010;3;30.08.2019;12 100 000
2;98697;2012;1;09.09.2019;19 800 000
2;76525;2007;3;09.09.2019;11 500 000
2;76499;2007;1;09.09.2019;10 400 000
3;56729;2011;1;09.09.2019;10 200 000
3;56056;2008;3;09.09.2019;12 500 000
1;176213;2011;1;09.09.2019;23 800 000
1;175656;2014;1;09.09.2019;24 500 000
2;63685;2015;1;09.09.2019;18 500 000
2;63654;2015;1;09.09.2019;18 500 000
2;63636;2015;1;09.09.2019;18 500 000
2;63587;2015;1;09.09.2019;18 500 000
3;58803;2009;1;09.09.2019;12 500 000
3;58740;2012;1;09.09.2019;15 300 000
3;56880;2011;1;09.09.2019;10 800 000
3;56877;2010;1;09.09.2019;10 300 000
3;56837;2012;1;09.09.2019;11 300 000
3;56014;2008;3;09.09.2019;12 100 000
2;93282;2010;1;15.09.2019;12 500 000
2;91439;2005;3;15.09.2019;11 300 000
2;76243;2012;1;15.09.2019;13 700 000
2;74444;2006;1;15.09.2019;8 800 000
2;63376;2018;1;15.09.2019;23 100 000
3;58765;2009;1;15.09.2019;12 100 000
3;56049;2007;3;15.09.2019;11 300 000
3;54204;2009;3;15.09.2019;10 500 000
2;93243;2010;1;23.09.2019;11 800 000
2;61442;2012;3;23.09.2019;117 500 000
3;58117;2010;1;23.09.2019;13 200 000
3;57631;2015;3;23.09.2019;20 500 000
3;53554;2008;3;23.09.2019;10 500 000
3;35947;2015;3;23.09.2019;18 600 000
3;35947;2015;3;23.09.2019;17 200 000
2;63592;2015;1;29.09.2019;19 400 000
2;63542;2014;1;29.09.2019;18 500 000
3;56801;2011;1;29.09.2019;10 200 000
3;53206;2005;3;29.09.2019;9 000 000
3;55830;2012;3;11.10.2019;14 000 000
3;35678;2015;1;11.10.2019;15 500 000
2;81684;2013;1;14.10.2019;16 700 000
2;101648;2006;4;23.10.2019;11 000 000
2;62534;2019;3;23.10.2019;27 500 000
3;57809;2016;3;23.10.2019;20 500 000
3;55594;2011;3;23.10.2019;14 000 000
2;61496;2011;3;25.10.2019;16 500 000
3;58215;2012;3;25.10.2019;15 200 000
3;56728;2011;1;25.10.2019;10 400 000
3;55840;2007;3;25.10.2019;11 300 000
3;52246;2005;1;25.10.2019;6 800 000
2;76602;2005;3;30.10.2019;10 200 000
2;76499;2007;1;30.10.2019;10 200 000
2;76302;2007;1;30.10.2019;10 200 000
2;61510;2010;3;30.10.2019;15 700 000
3;53800;2006;1;30.10.2019;7 700 000
3;52454;2007;3;10.11.2019;10 200 000
2;93029;2012;1;15.11.2019;14 900 000
2;93018;2010;1;15.11.2019;13 700 000
1;175617;2012;1;30.11.2019;19 000 000
3;56810;2013;1;05.12.2019;11 500 000
3;56734;2013;1;05.12.2019;11 600 000
2;75632;2007;3;10.12.2019;11 500 000
3;57689;2015;1;10.12.2019;18 000 000
3;56837;2008;1;10.12.2019;8 800 000
1;178010;2012;1;16.12.2019;23 000 000
2;115429;2011;1;16.12.2019;15 000 000
2;81061;2016;1;16.12.2019;22 800 000
2;61453;2012;3;16.12.2019;16 800 000
3;56758;2009;1;16.12.2019;8 800 000
3;37729;2010;1;16.12.2019;7 900 000
2;75658;2012;1;27.12.2019;14 400 000
2;74759;2006;1;27.12.2019;8 300 000
3;58605;2013;1;27.12.2019;14 700 000
3;56049;2007;3;27.12.2019;11 000 000
3;55725;2006;3;27.12.2019;9 900 000
3;55652;2007;3;27.12.2019;10 800 000
3;40000;2012;1;27.12.2019;10 900 000
2;87052;2005;1;10.02.2020;10 400 000
2;61360;2012;3;10.02.2020;15 200 000
3;58609;2013;1;10.02.2020;13 300 000
3;53556;2007;3;10.02.2020;10 000 000
3;37429;2015;3;18.02.2020;17 000 000
2;81210;2015;1;24.02.2020;18 500 000
2;62534;2019;3;24.02.2020;26 300 000
2;81383;2009;3;28.02.2020;13 400 000
2;66662;2014;3;28.02.2020;19 000 000
2;63581;2014;1;28.02.2020;8 800 000
2;62534;2015;1;28.02.2020;18 000 000
3;56049;2007;3;28.02.2020;9 000 000
2;82790;2006;3;02.03.2020;9 300 000
2;63514;2014;1;09.03.2020;16 500 000
2;63479;2017;3;09.03.2020;24 800 000
3;53477;2010;3;09.03.2020;10 000 000
3;52498;2005;1;09.03.2020;7 000 000
2;63514;2014;1;16.03.2020;16 500 000
3;36490;2010;2;16.03.2020;8 500 000
2;78072;2012;3;23.03.2020;14 500 000
3;55486;2009;3;23.03.2020;10 500 000
3;55500;2009;3;31.03.2020;10 000 000
3;36940;2011;2;31.03.2020;8 800 000
2;76863;2006;3;03.04.2020;10 000 000
3;56557;2008;3;03.04.2020;9 500 000
3;53100;2008;1;03.04.2020;7 200 000
2;83369;2010;3;17.04.2020;15 500 000
2;63555;2019;3;24.04.2020;26 400 000
2;63555;2019;3;24.04.2020;26 400 000
3;57001;2011;1;24.04.2020;7 100 000
2;75118;2008;1;30.04.2020;8 100 000
3;37217;2010;1;30.04.2020;5 100 000
3;35220;2010;1;30.04.2020;5 100 000
3;56952;2011;1;06.05.2020;7 100 000
3;56838;2010;1;15.05.2020;6 900 000
3;56026;2008;3;15.05.2020;7 800 000
2;76536;2010;3;30.05.2020;10 300 000
3;58096;2010;1;30.05.2020;10 500 000
3;40000;2012;1;30.05.2020;10 200 000
2;61143;2019;1;06.06.2020;22 800 000
3;37221;2011;3;06.06.2020;9 300 000
3;56942;2010;1;15.06.2020;6 500 000
3;56757;2012;1;15.06.2020;8 100 000
3;55741;2005;3;15.06.2020;6 300 000
3;53466;2005;3;15.06.2020;6 600 000
2;83369;2010;3;22.06.2020;14 000 000
2;82589;2010;3;22.06.2020;14 000 000
2;81502;2010;3;22.06.2020;14 000 000
2;81300;2020;3;22.06.2020;28 500 000
2;81112;2016;1;22.06.2020;18 000 000
3;57000;2011;1;22.06.2020;7 100 000
3;38271;2014;3;22.06.2020;12 500 000
3;38271;2014;3;22.06.2020;12 500 000
2;83480;2011;3;03.07.2020;15 000 000
2;83369;2010;3;06.07.2020;14 000 000
2;83002;2006;3;06.07.2020;9 000 000
2;82589;2010;3;06.07.2020;13 500 000
2;82012;2011;2;06.07.2020;13 800 000
2;81502;2010;3;06.07.2020;14 000 000
2;81361;2017;3;06.07.2020;26 000 000
2;81361;2017;3;06.07.2020;26 000 000
2;76619;2010;3;06.07.2020;13 000 000
2;76596;2008;3;06.07.2020;10 700 000
2;75886;2008;1;06.07.2020;10 800 000
2;73600;2007;1;06.07.2020;7 500 000
2;61617;2014;1;06.07.2020;15 000 000
2;61300;2015;3;06.07.2020;18 800 000
2;61269;2016;3;06.07.2020;19 000 000
3;58096;2010;1;06.07.2020;10 700 000
3;57047;2010;1;06.07.2020;7 500 000
3;57005;2010;1;06.07.2020;7 200 000
3;56568;2012;1;06.07.2020;9 000 000
3;56458;2010;1;06.07.2020;6 500 000
3;56089;2008;3;06.07.2020;7 900 000
3;55711;2005;3;06.07.2020;7 500 000
3;51658;2011;3;06.07.2020;10 500 000
3;55675;2011;2;13.07.2020;10 000 000
3;53716;2010;1;13.07.2020;7 800 000
3;53503;2007;3;13.07.2020;8 200 000
3;53299;2005;1;13.07.2020;5 500 000
3;43368;2017;1;13.07.2020;16 100 000
3;39202;2015;1;13.07.2020;13 500 000
3;38182;2013;3;13.07.2020;13 200 000
2;93018;2010;1;03.08.2020;11 000 000
2;83651;2009;3;03.08.2020;12 500 000
2;83353;2010;3;03.08.2020;12 700 000
2;81994;2020;3;03.08.2020;30 500 000
2;81691;2017;3;03.08.2020;25 200 000
2;81615;2012;2;03.08.2020;15 800 000
2;81112;2016;1;03.08.2020;18 800 000
2;76596;2008;3;03.08.2020;10 800 000
2;75093;2008;1;03.08.2020;9 500 000
2;64012;2017;1;03.08.2020;21 500 000
2;62534;2019;3;03.08.2020;24 300 000
2;61380;2012;3;03.08.2020;13 800 000
2;61200;2014;1;03.08.2020;16 200 000
2;60220;2016;3;03.08.2020;18 000 000
3;57924;2014;1;03.08.2020;14 200 000
3;57295;2011;1;03.08.2020;8 300 000
3;57200;2013;2;03.08.2020;10 700 000
3;38464;2015;1;10.08.2020;13 500 000
3;57200;2013;2;10.08.2020;10 200 000
3;57000;2012;2;10.08.2020;10 000 000
3;57000;2012;2;10.08.2020;10 000 000
3;57000;2012;2;10.08.2020;10 000 000
3;56855;2011;1;10.08.2020;8 300 000
3;56855;2011;1;10.08.2020;8 200 000
3;55561;2009;1;10.08.2020;7 500 000
2;95712;2011;3;01.09.2020;15 500 000
2;83454;2012;3;01.09.2020;16 000 000
2;82206;2010;3;01.09.2020;15 100 000
2;81967;2011;2;01.09.2020;13 900 000
2;81893;2015;3;01.09.2020;22 200 000
2;81702;2008;3;01.09.2020;12 000 000
2;77283;2008;3;01.09.2020;11 400 000
2;76741;2006;3;01.09.2020;8 100 000
2;75149;2007;1;01.09.2020;8 800 000
2;61358;2012;3;01.09.2020;13 900 000
3;58117;2010;3;01.09.2020;11 000 000
3;57936;2014;1;07.09.2020;14 500 000
3;57673;2017;3;07.09.2020;17 000 000
3;57022;2010;1;07.09.2020;8 700 000
3;56975;2009;1;07.09.2020;7 800 000
3;56670;2012;1;07.09.2020;9 200 000
3;56118;2010;3;07.09.2020;11 000 000
3;56052;2012;3;07.09.2020;11 700 000
3;56039;2007;3;07.09.2020;7 600 000
3;55809;2005;3;07.09.2020;7 900 000
3;52223;2005;3;07.09.2020;6 600 000
3;38225;2011;3;07.09.2020;10 500 000
3;37780;2014;3;07.09.2020;14 300 000
3;36844;2016;3;07.09.2020;16 000 000
1;179570;2010;2;28.09.2020;20 800 000
2;82057;2016;1;28.09.2020;18 200 000
2;81175;2016;1;28.09.2020;18 500 000
2;81112;2016;1;28.09.2020;19 100 000
2;78800;2010;3;28.09.2020;13 900 000
2;63518;2014;1;28.09.2020;15 900 000
3;53743;2010;1;28.09.2020;7 000 000
3;53596;2007;1;28.09.2020;5 900 000
2;81167;2015;1;05.10.2020;18 400 000
3;36320;2013;3;05.10.2020;10 500 000
2;75726;2006;3;05.10.2020;8 500 000
3;57802;2010;1;05.10.2020;8 000 000
2;63878;2019;1;05.10.2020;25 800 000
2;60425;2016;3;12.10.2020;18 500 000
2;61292;2014;3;12.10.2020;15 700 000
3;58620;2012;3;12.10.2020;12 500 000
3;55088;2010;1;12.10.2020;9 700 000
3;55783;2011;1;26.10.2020;8 800 000
1;176944;2010;3;26.10.2020;19 500 000
2;80370;2010;2;26.10.2020;13 000 000
2;61171;2016;1;26.10.2020;17 500 000
2;86041;2007;3;26.10.2020;10 200 000
2;73600;2006;1;26.10.2020;7 800 000
2;60414;2016;3;26.10.2020;18 500 000
2;77116;2014;3;26.10.2020;17 300 000
2;63435;2017;1;26.10.2020;17 000 000
3;57334;2009;2;26.10.2020;8 500 000
3;37852;2010;1;31.10.2020;6 000 000
3;56617;2011;1;31.10.2020;8 100 000
3;58117;2010;1;31.10.2020;10 500 000
1;176460;2012;1;31.10.2020;18 300 000
3;56676;2008;3;31.10.2020;8 800 000
3;55567;2005;3;31.10.2020;7 800 000
3;35065;2009;3;31.10.2020;9 400 000
2;80982;2017;3;31.10.2020;25 000 000
3;53100;2009;1;31.10.2020;7 700 000
3;38271;2010;3;31.10.2020;10 600 000
3;55636;2011;3;31.10.2020;11 000 000
2;82177;2011;3;05.11.2020;15 000 000
2;75700;2011;1;05.11.2020;9 500 000
2;63372;2018;1;05.11.2020;18 500 000
3;56676;2008;3;05.11.2020;8 800 000
3;53351;2009;1;05.11.2020;7 500 000
3;37504;2006;3;05.11.2020;6 200 000
2;81227;2017;1;09.11.2020;20 500 000
3;58092;2010;3;09.11.2020;11 500 000
3;39202;2015;1;09.11.2020;13 800 000
2;82986;2013;3;16.11.2020;17 500 000
2;82188;2011;3;16.11.2020;15 400 000
2;82165;2013;3;16.11.2020;16 700 000
2;81214;2016;1;16.11.2020;18 500 000
2;77326;2006;3;16.11.2020;9 300 000
3;58780;2008;1;16.11.2020;8 900 000
3;56750;2011;1;16.11.2020;9 200 000
3;35358;2010;1;16.11.2020;5 500 000
2;77008;2008;3;30.11.2020;11 500 000
3;58117;2010;1;30.11.2020;10 700 000
3;55623;2011;3;30.11.2020;11 000 000
2;95655;2012;3;07.12.2020;15 000 000
2;81755;2012;1;07.12.2020;12 200 000
2;63655;2015;1;07.12.2020;16 000 000
2;60000;2016;3;07.12.2020;38 400 000
3;56605;2013;1;07.12.2020;9 700 000
3;55464;2014;3;07.12.2020;14 000 000
3;52454;2006;3;07.12.2020;6 900 000
2;95655;2012;3;14.12.2020;15 200 000
2;83416;2010;3;14.12.2020;14 500 000
2;81183;2016;1;14.12.2020;20 000 000
2;80328;2011;2;14.12.2020;12 300 000
2;76939;2007;3;14.12.2020;9 900 000
2;63328;2015;1;14.12.2020;16 100 000
2;61254;2016;3;14.12.2020;18 500 000
2;61190;2016;1;14.12.2020;18 300 000
3;57000;2009;1;14.12.2020;7 400 000
3;55660;2012;2;14.12.2020;9 800 000
3;55625;2011;1;14.12.2020;9 600 000
3;52415;2006;1;14.12.2020;6 800 000
3;52333;2013;3;14.12.2020;10 700 000
3;38215;2011;3;14.12.2020;9 800 000
1;179156;2011;2;30.12.2020;18 800 000
2;81622;2012;1;30.12.2020;12 000 000
3;57200;2012;2;30.12.2020;10 400 000
3;56883;2010;1;30.12.2020;6 800 000
2;61645;2010;3;04.01.2021;11 950 000
3;57592;2012;2;04.01.2021;10 300 000
3;56475;2012;1;04.01.2021;9 700 000
1;175607;2011;1;11.01.2021;19 000 000
2;82012;2018;1;11.01.2021;22 500 000
2;81212;2017;1;11.01.2021;20 600 000
2;80982;2017;3;11.01.2021;25 500 000
2;63679;2017;1;11.01.2021;18 700 000
3;56708;2013;1;11.01.2021;9 700 000
3;52223;2006;3;11.01.2021;7 200 000
1;176818;2010;3;15.01.2021;20 950 000
1;169234;2010;2;15.01.2021;18 100 000
2;74414;2007;1;15.01.2021;7 900 000
3;38239;2011;3;15.01.2021;10 950 000
3;37045;2014;3;15.01.2021;15 500 000
1;176000;2012;1;22.01.2021;18 300 000
2;93200;2011;1;22.01.2021;20 950 000
2;78844;2009;3;22.01.2021;13 200 000
2;76596;2006;3;22.01.2021;8 700 000
2;76001;2013;1;22.01.2021;14 500 000
2;61559;2015;1;22.01.2021;35 000 000
3;56812;2012;1;22.01.2021;9 800 000
3;55091;2010;1;22.01.2021;9 600 000
3;53414;2009;1;22.01.2021;13 500 000
3;38850;2015;1;22.01.2021;11 700 000
3;37852;2009;1;22.01.2021;8 300 000
3;37785;2010;1;22.01.2021;7 250 000
2;83416;2010;3;31.01.2021;16 000 000
2;82338;2009;3;31.01.2021;13 750 000
2;78092;2012;3;31.01.2021;16 300 000
2;76500;2006;3;31.01.2021;10 500 000
2;76500;2006;3;31.01.2021;10 500 000
2;63629;2017;1;31.01.2021;19 000 000
2;63496;2017;3;31.01.2021;22 750 000
2;63368;2015;1;31.01.2021;17 600 000
2;61393;2013;3;31.01.2021;16 500 000
3;58474;2012;2;31.01.2021;11 500 000
3;58474;2012;2;31.01.2021;11 500 000
3;56894;2010;1;31.01.2021;16 500 000
3;56083;2007;3;31.01.2021;8 300 000
3;55783;2010;1;31.01.2021;17 900 000
3;53468;2006;3;31.01.2021;6 800 000
3;35284;2011;1;31.01.2021;6 100 000
2;81272;2016;1;05.02.2021;134 000 000
2;63500;2013;1;05.02.2021;15 500 000
2;60498;2017;3;05.02.2021;40 000 000
3;52224;2008;3;05.02.2021;8 750 000
2;95790;2011;3;12.02.2021;16 500 000
2;82740;2012;2;12.02.2021;16 300 000
2;63650;2016;1;12.02.2021;88 000 000
2;63308;2014;1;12.02.2021;15 750 000
2;61684;2011;3;12.02.2021;13 600 000
3;57970;2011;1;12.02.2021;21 200 000
3;56116;2011;3;12.02.2021;11 200 000
3;55733;2011;3;12.02.2021;11 100 000
2;82372;2008;3;19.02.2021;14 000 000
2;82250;2012;3;19.02.2021;18 000 000
2;74979;2011;3;19.02.2021;14 000 000
3;57000;2010;1;19.02.2021;18 800 000
3;57000;2011;1;19.02.2021;8 400 000
3;56742;2011;1;19.02.2021;8 600 000
3;56208;2009;3;19.02.2021;10 200 000
3;50292;2008;1;19.02.2021;7 000 000
2;93407;2009;1;28.02.2021;10 250 000
2;80700;2010;2;28.02.2021;14 800 000
2;80655;2011;3;28.02.2021;16 500 000
2;79200;2011;1;28.02.2021;10 100 000
2;79200;2011;1;28.02.2021;10 100 000
2;79200;2010;1;28.02.2021;10 100 000
2;61245;2016;3;28.02.2021;20 600 000
3;55832;2011;3;28.02.2021;12 000 000
3;55499;2010;3;28.02.2021;11 200 000
3;54808;2010;1;28.02.2021;7 000 000
3;53447;2009;1;28.02.2021;8 200 000
3;38190;2014;3;28.02.2021;14 200 000
3;38090;2013;3;28.02.2021;13 700 000
3;58700;2012;1;05.03.2021;14 500 000
3;58700;2012;1;05.03.2021;14 500 000
3;56103;2013;3;05.03.2021;15 000 000
3;55640;2010;3;05.03.2021;12 800 000
1;176387;2013;3;12.03.2021;28 000 000
2;81791;2007;3;12.03.2021;16 000 000
2;79025;2011;1;12.03.2021;10 950 000
2;76838;2005;3;12.03.2021;10 500 000
2;76598;2006;3;12.03.2021;11 300 000
2;63997;2016;1;12.03.2021;19 500 000
3;57200;2012;2;12.03.2021;11 930 000
3;56738;2011;1;12.03.2021;10 100 000
3;56104;2014;3;12.03.2021;14 900 000
3;38276;2013;3;12.03.2021;13 700 000
2;82354;2016;3;22.03.2021;26 900 000
2;81629;2011;1;22.03.2021;14 900 000
2;79401;2012;1;22.03.2021;13 650 000
2;73664;2006;1;22.03.2021;11 250 000
2;63553;2016;1;22.03.2021;19 300 000
2;60513;2016;3;22.03.2021;21 500 000
3;58635;2013;3;22.03.2021;16 500 000
3;58595;2013;3;22.03.2021;16 500 000
3;56174;2012;3;22.03.2021;14 300 000
